WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,ID,CENTROID_LATITUDE,CENTROID_LONGITUDE
2023-10-07,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,13179.0,Political violence,3674.0,13.6274,46.228
2023-10-14,Middle East,Yemen,Abyan,Battles,Armed clash,4,1,49509.0,Political violence,3674.0,13.6274,46.228
2023-10-21,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,26577.0,Political violence,3674.0,13.6274,46.228
2023-10-28,Middle East,Yemen,Abyan,Battles,Armed clash,5,5,36596.0,Political violence,3674.0,13.6274,46.228
2023-11-04,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674.0,13.6274,46.228
2023-11-11,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,,Political violence,3674.0,13.6274,46.228
2023-11-18,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,91.0,Political violence,3674.0,13.6274,46.228
2023-11-25,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,,Political violence,3674.0,13.6274,46.228
2023-12-02,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,,Political violence,3674.0,13.6274,46.228
2023-12-09,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,,Political violence,3674.0,13.6274,46.228
2024-01-27,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,75813.0,Political violence,3674.0,13.6274,46.228
2024-02-03,Middle East,Yemen,Abyan,Battles,Armed clash,7,2,65793.0,Political violence,3674.0,13.6274,46.228
2024-02-10,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,26584.0,Political violence,3674.0,13.6274,46.228
2024-02-17,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,88528.0,Political violence,3674.0,13.6274,46.228
2024-02-24,Middle East,Yemen,Abyan,Battles,Armed clash,5,1,65490.0,Political violence,3674.0,13.6274,46.228
2024-03-02,Middle East,Yemen,Abyan,Battles,Armed clash,3,12,488.0,Political violence,3674.0,13.6274,46.228
2024-03-09,Middle East,Yemen,Abyan,Battles,Armed clash,6,2,91371.0,Political violence,3674.0,13.6274,46.228
2024-03-23,Middle East,Yemen,Abyan,Battles,Armed clash,5,5,48151.0,Political violence,3674.0,13.6274,46.228
2024-03-30,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,47487.0,Political violence,3674.0,13.6274,46.228
2024-04-06,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,18628.0,Political violence,3674.0,13.6274,46.228
2024-04-13,Middle East,Yemen,Abyan,Battles,Armed clash,9,4,107278.0,Political violence,3674.0,13.6274,46.228
2024-04-20,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,11439.0,Political violence,3674.0,13.6274,46.228
2024-04-27,Middle East,Yemen,Abyan,Battles,Armed clash,5,1,63948.0,Political violence,3674.0,13.6274,46.228
2024-05-04,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,36352.0,Political violence,3674.0,13.6274,46.228
2024-05-11,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,36445.0,Political violence,3674.0,13.6274,46.228
2024-05-18,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,36352.0,Political violence,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,36445.0,Political violence,3674.0,13.6274,46.228
2024-06-01,Middle East,Yemen,Abyan,Battles,Armed clash,7,0,37539.0,Political violence,3674.0,13.6274,46.228
2024-06-08,Middle East,Yemen,Abyan,Battles,Armed clash,5,0,42097.0,Political violence,3674.0,13.6274,46.228
2024-06-15,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,36445.0,Political violence,3674.0,13.6274,46.228
2024-06-22,Middle East,Yemen,Abyan,Battles,Armed clash,8,2,82540.0,Political violence,3674.0,13.6274,46.228
2024-06-29,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,22835.0,Political violence,3674.0,13.6274,46.228
2024-07-06,Middle East,Yemen,Abyan,Battles,Armed clash,7,0,37890.0,Political violence,3674.0,13.6274,46.228
2024-07-13,Middle East,Yemen,Abyan,Battles,Armed clash,6,7,39018.0,Political violence,3674.0,13.6274,46.228
2024-07-20,Middle East,Yemen,Abyan,Battles,Armed clash,5,4,50048.0,Political violence,3674.0,13.6274,46.228
2024-07-27,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,11340.0,Political violence,3674.0,13.6274,46.228
2024-08-03,Middle East,Yemen,Abyan,Battles,Armed clash,2,10,396.0,Political violence,3674.0,13.6274,46.228
2024-08-10,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,11340.0,Political violence,3674.0,13.6274,46.228
2024-08-17,Middle East,Yemen,Abyan,Battles,Armed clash,4,16,24218.0,Political violence,3674.0,13.6274,46.228
2024-08-24,Middle East,Yemen,Abyan,Battles,Armed clash,2,3,10388.0,Political violence,3674.0,13.6274,46.228
2024-08-31,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,11433.0,Political violence,3674.0,13.6274,46.228
2024-09-14,Middle East,Yemen,Abyan,Battles,Armed clash,6,14,27577.0,Political violence,3674.0,13.6274,46.228
2024-09-21,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,26395.0,Political violence,3674.0,13.6274,46.228
2024-09-28,Middle East,Yemen,Abyan,Battles,Armed clash,8,0,85495.0,Political violence,3674.0,13.6274,46.228
2024-10-05,Middle East,Yemen,Abyan,Battles,Armed clash,7,1,39072.0,Political violence,3674.0,13.6274,46.228
2024-10-12,Middle East,Yemen,Abyan,Battles,Armed clash,7,5,39630.0,Political violence,3674.0,13.6274,46.228
2024-10-19,Middle East,Yemen,Abyan,Battles,Armed clash,9,0,70533.0,Political violence,3674.0,13.6274,46.228
2024-10-26,Middle East,Yemen,Abyan,Battles,Armed clash,7,0,76731.0,Political violence,3674.0,13.6274,46.228
2024-11-02,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,30996.0,Political violence,3674.0,13.6274,46.228
2024-11-09,Middle East,Yemen,Abyan,Battles,Armed clash,15,9,32599.0,Political violence,3674.0,13.6274,46.228
2024-11-16,Middle East,Yemen,Abyan,Battles,Armed clash,13,9,48148.0,Political violence,3674.0,13.6274,46.228
2024-11-23,Middle East,Yemen,Abyan,Battles,Armed clash,16,0,44188.0,Political violence,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Battles,Armed clash,17,16,12615.0,Political violence,3674.0,13.6274,46.228
2024-12-07,Middle East,Yemen,Abyan,Battles,Armed clash,10,22,56437.0,Political violence,3674.0,13.6274,46.228
2024-12-14,Middle East,Yemen,Abyan,Battles,Armed clash,11,9,35729.0,Political violence,3674.0,13.6274,46.228
2024-12-21,Middle East,Yemen,Abyan,Battles,Armed clash,11,0,55255.0,Political violence,3674.0,13.6274,46.228
2024-12-28,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,22563.0,Political violence,3674.0,13.6274,46.228
2025-01-04,Middle East,Yemen,Abyan,Battles,Armed clash,13,0,47124.0,Political violence,3674.0,13.6274,46.228
2025-01-11,Middle East,Yemen,Abyan,Battles,Armed clash,9,3,46855.0,Political violence,3674.0,13.6274,46.228
2025-01-18,Middle East,Yemen,Abyan,Battles,Armed clash,11,7,46855.0,Political violence,3674.0,13.6274,46.228
2025-01-25,Middle East,Yemen,Abyan,Battles,Armed clash,7,3,11703.0,Political violence,3674.0,13.6274,46.228
2025-02-01,Middle East,Yemen,Abyan,Battles,Armed clash,4,0,11703.0,Political violence,3674.0,13.6274,46.228
2025-02-08,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,1068.0,Political violence,3674.0,13.6274,46.228
2025-02-15,Middle East,Yemen,Abyan,Battles,Armed clash,6,2,14355.0,Political violence,3674.0,13.6274,46.228
2025-02-22,Middle East,Yemen,Abyan,Battles,Armed clash,3,2,36422.0,Political violence,3674.0,13.6274,46.228
2025-03-01,Middle East,Yemen,Abyan,Battles,Armed clash,6,0,26645.0,Political violence,3674.0,13.6274,46.228
2025-03-08,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,24842.0,Political violence,3674.0,13.6274,46.228
2025-03-15,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,16431.0,Political violence,3674.0,13.6274,46.228
2025-03-22,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,13639.0,Political violence,3674.0,13.6274,46.228
2025-03-29,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,13756.0,Political violence,3674.0,13.6274,46.228
2025-04-05,Middle East,Yemen,Abyan,Battles,Armed clash,5,1,60972.0,Political violence,3674.0,13.6274,46.228
2025-04-12,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,33085.0,Political violence,3674.0,13.6274,46.228
2025-04-26,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,4041.0,Political violence,3674.0,13.6274,46.228
2025-05-03,Middle East,Yemen,Abyan,Battles,Armed clash,2,1,1580.0,Political violence,3674.0,13.6274,46.228
2025-05-10,Middle East,Yemen,Abyan,Battles,Armed clash,3,3,28751.0,Political violence,3674.0,13.6274,46.228
2025-05-17,Middle East,Yemen,Abyan,Battles,Armed clash,7,7,70589.0,Political violence,3674.0,13.6274,46.228
2025-05-24,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,10635.0,Political violence,3674.0,13.6274,46.228
2025-05-31,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,623.0,Political violence,3674.0,13.6274,46.228
2025-06-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,10635.0,Political violence,3674.0,13.6274,46.228
2025-06-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,10635.0,Political violence,3674.0,13.6274,46.228
2025-06-28,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,10731.0,Political violence,3674.0,13.6274,46.228
2025-07-05,Middle East,Yemen,Abyan,Battles,Armed clash,3,2,37696.0,Political violence,3674.0,13.6274,46.228
2025-07-12,Middle East,Yemen,Abyan,Battles,Armed clash,1,4,41742.0,Political violence,3674.0,13.6274,46.228
2025-07-19,Middle East,Yemen,Abyan,Battles,Armed clash,3,0,65543.0,Political violence,3674.0,13.6274,46.228
2025-08-16,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,1354.0,Political violence,3674.0,13.6274,46.228
2025-08-23,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,96.0,Political violence,3674.0,13.6274,46.228
2025-08-30,Middle East,Yemen,Abyan,Battles,Armed clash,1,2,96.0,Political violence,3674.0,13.6274,46.228
2025-09-06,Middle East,Yemen,Abyan,Battles,Armed clash,2,2,56558.0,Political violence,3674.0,13.6274,46.228
2025-09-13,Middle East,Yemen,Abyan,Battles,Armed clash,5,6,22588.0,Political violence,3674.0,13.6274,46.228
2025-09-20,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,96.0,Political violence,3674.0,13.6274,46.228
2025-09-27,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,96.0,Political violence,3674.0,13.6274,46.228
2025-10-18,Middle East,Yemen,Abyan,Battles,Armed clash,4,15,122085.0,Political violence,3674.0,13.6274,46.228
2025-11-15,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674.0,13.6274,46.228
2025-11-22,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674.0,13.6274,46.228
2025-11-29,Middle East,Yemen,Abyan,Battles,Armed clash,1,3,1222.0,Political violence,3674.0,13.6274,46.228
2025-12-06,Middle East,Yemen,Abyan,Battles,Armed clash,3,4,16246.0,Political violence,3674.0,13.6274,46.228
2025-12-13,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,117.0,Political violence,3674.0,13.6274,46.228
2025-12-20,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,17120.0,Political violence,3674.0,13.6274,46.228
2025-12-27,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,47646.0,Political violence,3674.0,13.6274,46.228
2026-01-03,Middle East,Yemen,Abyan,Battles,Armed clash,4,3,138874.0,Political violence,3674.0,13.6274,46.228
2026-01-10,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,1248.0,Political violence,3674.0,13.6274,46.228
2026-01-17,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,9324.0,Political violence,3674.0,13.6274,46.228
2026-01-31,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,18785.0,Political violence,3674.0,13.6274,46.228
2026-02-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,570.0,Political violence,3674.0,13.6274,46.228
2026-02-14,Middle East,Yemen,Abyan,Battles,Armed clash,2,2,24597.0,Political violence,3674.0,13.6274,46.228
2026-02-21,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,13908.0,Political violence,3674.0,13.6274,46.228
2026-02-28,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,69105.0,Political violence,3674.0,13.6274,46.228
2026-03-07,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674.0,13.6274,46.228
2026-03-14,Middle East,Yemen,Abyan,Battles,Armed clash,1,0,,Political violence,3674.0,13.6274,46.228
2026-03-28,Middle East,Yemen,Abyan,Battles,Armed clash,1,1,,Political violence,3674.0,13.6274,46.228
2026-04-04,Middle East,Yemen,Abyan,Battles,Armed clash,6,1,,Political violence,3674.0,13.6274,46.228
2026-04-18,Middle East,Yemen,Abyan,Battles,Armed clash,2,0,,Political violence,3674.0,13.6274,46.228
2024-02-10,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,2767.0,Political violence,3674.0,13.6274,46.228
2024-02-24,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,1,2767.0,Political violence,3674.0,13.6274,46.228
2024-04-20,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,2595.0,Political violence,3674.0,13.6274,46.228
2024-05-11,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,93.0,Political violence,3674.0,13.6274,46.228
2024-05-18,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,0,93.0,Political violence,3674.0,13.6274,46.228
2024-06-01,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,93.0,Political violence,3674.0,13.6274,46.228
2024-06-08,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,93.0,Political violence,3674.0,13.6274,46.228
2024-07-20,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,3,0,1314.0,Political violence,3674.0,13.6274,46.228
2025-01-04,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,0,2180.0,Political violence,3674.0,13.6274,46.228
2025-02-01,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,1208.0,Political violence,3674.0,13.6274,46.228
2025-03-08,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,0,7942.0,Political violence,3674.0,13.6274,46.228
2025-03-15,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,2,100.0,Political violence,3674.0,13.6274,46.228
2025-04-05,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,0,5774.0,Political violence,3674.0,13.6274,46.228
2025-04-26,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,1,10495.0,Political violence,3674.0,13.6274,46.228
2025-05-03,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,3,0,32086.0,Political violence,3674.0,13.6274,46.228
2025-05-17,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,2,9,83.0,Political violence,3674.0,13.6274,46.228
2025-05-31,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,5,602.0,Political violence,3674.0,13.6274,46.228
2025-08-02,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,6014.0,Political violence,3674.0,13.6274,46.228
2025-08-09,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,1,1734.0,Political violence,3674.0,13.6274,46.228
2025-12-20,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,2968.0,Political violence,3674.0,13.6274,46.228
2026-04-11,Middle East,Yemen,Abyan,Explosions/Remote violence,Air/drone strike,1,0,,Political violence,3674.0,13.6274,46.228
2023-10-14,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,5763.0,Political violence,3674.0,13.6274,46.228
2023-11-18,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,,Political violence,3674.0,13.6274,46.228
2024-03-02,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,47698.0,Political violence,3674.0,13.6274,46.228
2024-04-06,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,63552.0,Political violence,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,46095.0,Political violence,3674.0,13.6274,46.228
2024-06-08,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,21381.0,Political violence,3674.0,13.6274,46.228
2024-07-27,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14962.0,Political violence,3674.0,13.6274,46.228
2024-08-10,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14962.0,Political violence,3674.0,13.6274,46.228
2024-08-17,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,1,15055.0,Political violence,3674.0,13.6274,46.228
2024-08-24,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14962.0,Political violence,3674.0,13.6274,46.228
2024-08-31,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,14962.0,Political violence,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,36614.0,Political violence,3674.0,13.6274,46.228
2024-12-07,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,24161.0,Political violence,3674.0,13.6274,46.228
2024-12-14,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,93.0,Political violence,3674.0,13.6274,46.228
2025-01-04,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,19395.0,Political violence,3674.0,13.6274,46.228
2025-01-11,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,45243.0,Political violence,3674.0,13.6274,46.228
2025-01-18,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,45243.0,Political violence,3674.0,13.6274,46.228
2025-01-25,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9042.0,Political violence,3674.0,13.6274,46.228
2025-02-22,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,20245.0,Political violence,3674.0,13.6274,46.228
2025-03-01,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,20245.0,Political violence,3674.0,13.6274,46.228
2025-03-08,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,1,0,9042.0,Political violence,3674.0,13.6274,46.228
2025-03-15,Middle East,Yemen,Abyan,Explosions/Remote violence,Shelling/artillery/missile attack,2,0,20245.0,Political violence,3674.0,13.6274,46.228
2024-02-10,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,39022.0,Political violence,3674.0,13.6274,46.228
2024-03-02,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,19186.0,Political violence,3674.0,13.6274,46.228
2024-05-18,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,19186.0,Political violence,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,45570.0,Political violence,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,55698.0,Political violence,3674.0,13.6274,46.228
2024-12-14,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,882.0,Political violence,3674.0,13.6274,46.228
2025-05-10,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,7116.0,Political violence,3674.0,13.6274,46.228
2025-09-20,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,6252.0,Political violence,3674.0,13.6274,46.228
2025-12-06,Middle East,Yemen,Abyan,Violence against civilians,Abduction/forced disappearance,1,0,20498.0,Political violence,3674.0,13.6274,46.228
2023-10-28,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,3,23023.0,Political violence,3674.0,13.6274,46.228
2023-11-18,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,1,5884.0,Political violence,3674.0,13.6274,46.228
2024-02-17,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,,Political violence,3674.0,13.6274,46.228
2024-03-02,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,6860.0,Political violence,3674.0,13.6274,46.228
2024-04-13,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,2,87017.0,Political violence,3674.0,13.6274,46.228
2024-04-20,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,46095.0,Political violence,3674.0,13.6274,46.228
2024-05-25,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,46095.0,Political violence,3674.0,13.6274,46.228
2024-06-29,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,55698.0,Political violence,3674.0,13.6274,46.228
2024-08-03,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,884.0,Political violence,3674.0,13.6274,46.228
2024-08-10,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,17457.0,Political violence,3674.0,13.6274,46.228
2024-08-24,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,55698.0,Political violence,3674.0,13.6274,46.228
2024-09-14,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,14312.0,Political violence,3674.0,13.6274,46.228
2024-10-19,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,47698.0,Political violence,3674.0,13.6274,46.228
2024-11-02,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,55698.0,Political violence,3674.0,13.6274,46.228
2024-11-09,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,14534.0,Political violence,3674.0,13.6274,46.228
2024-11-30,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,87017.0,Political violence,3674.0,13.6274,46.228
2025-01-18,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,14701.0,Political violence,3674.0,13.6274,46.228
2025-01-25,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,24595.0,Political violence,3674.0,13.6274,46.228
2025-02-15,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,0,40172.0,Political violence,3674.0,13.6274,46.228
2025-03-01,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,1,41742.0,Political violence,3674.0,13.6274,46.228
2025-03-22,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,33508.0,Political violence,3674.0,13.6274,46.228
2025-04-05,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,34040.0,Political violence,3674.0,13.6274,46.228
2025-04-26,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,2,19446.0,Political violence,3674.0,13.6274,46.228
2025-05-10,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,7116.0,Political violence,3674.0,13.6274,46.228
2025-05-17,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,23801.0,Political violence,3674.0,13.6274,46.228
2025-05-24,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,41742.0,Political violence,3674.0,13.6274,46.228
2025-06-07,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,34035.0,Political violence,3674.0,13.6274,46.228
2025-06-28,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,34035.0,Political violence,3674.0,13.6274,46.228
2025-07-26,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,1,23458.0,Political violence,3674.0,13.6274,46.228
2025-10-25,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,57316.0,Political violence,3674.0,13.6274,46.228
2025-11-15,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,,Political violence,3674.0,13.6274,46.228
2025-12-27,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,44722.0,Political violence,3674.0,13.6274,46.228
2026-01-31,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,47557.0,Political violence,3674.0,13.6274,46.228
2026-02-28,Middle East,Yemen,Abyan,Violence against civilians,Attack,2,2,9110.0,Political violence,3674.0,13.6274,46.228
2026-03-21,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,0,,Political violence,3674.0,13.6274,46.228
2026-03-28,Middle East,Yemen,Abyan,Violence against civilians,Attack,1,1,29715.0,Political violence,3674.0,13.6274,46.228
2023-10-07,Middle East,Yemen,Ad Dali,Battles,Armed clash,15,15,115256.0,Political violence,3675.0,13.8943,44.7825
2023-10-14,Middle East,Yemen,Ad Dali,Battles,Armed clash,5,4,10850.0,Political violence,3675.0,13.8943,44.7825
2023-10-21,Middle East,Yemen,Ad Dali,Battles,Armed clash,6,4,11886.0,Political violence,3675.0,13.8943,44.7825
2023-10-28,Middle East,Yemen,Ad Dali,Battles,Armed clash,10,13,14259.0,Political violence,3675.0,13.8943,44.7825
2023-11-04,Middle East,Yemen,Ad Dali,Battles,Armed clash,3,3,31925.0,Political violence,3675.0,13.8943,44.7825
2023-11-11,Middle East,Yemen,Ad Dali,Battles,Armed clash,7,9,19761.0,Political violence,3675.0,13.8943,44.7825
2023-11-18,Middle East,Yemen,Ad Dali,Battles,Armed clash,5,1,5791.0,Political violence,3675.0,13.8943,44.7825
2023-11-25,Middle East,Yemen,Ad Dali,Battles,Armed clash,13,6,14259.0,Political violence,3675.0,13.8943,44.7825
2023-12-02,Middle East,Yemen,Ad Dali,Battles,Armed clash,6,25,10850.0,Political violence,3675.0,13.8943,44.7825
2023-12-09,Middle East,Yemen,Ad Dali,Battles,Armed clash,11,39,7134.0,Political violence,3675.0,13.8943,44.7825
2023-12-16,Middle East,Yemen,Ad Dali,Battles,Armed clash,5,7,10850.0,Political violence,3675.0,13.8943,44.7825
2024-01-20,Middle East,Yemen,Ad Dali,Battles,Armed clash,1,0,1310.0,Political violence,3675.0,13.8943,44.7825
